"","EVENT_ID","STATE","MONTH_NAME","EVENT_TYPE","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS"
"51777",480989,"ILLINOIS","November","Tornado",33,0,3,0,"5.50M","0.00K"
"51781",482580,"NEVADA","November","Heavy Rain",0,60,0,1,"800.00K","0.00K"
"51979",484342,"KENTUCKY","November","Winter Weather",0,4,1,0,"",""
"52220",483737,"NEW YORK","November","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"52335",454961,"OKLAHOMA","May","Flash Flood",0,0,7,0,"0.00K","0.00K"
"52363",482834,"UTAH","November","High Wind",0,1,0,1,"300.00K","0.00K"
"52382",484538,"TEXAS","November","Winter Weather",0,0,1,0,"0.00K","0.00K"
"52435",484537,"TEXAS","November","Winter Weather",0,0,0,1,"0.00K","0.00K"
"52640",478960,"NEW MEXICO","November","Winter Weather",2,0,1,0,"20.00K","0.00K"
"52660",479025,"NEW MEXICO","November","Freezing Fog",1,0,1,0,"50.00K","0.00K"
"52664",454927,"OKLAHOMA","May","Flash Flood",0,0,5,0,"50.00K","0.00K"
"52684",485470,"NEW YORK","November","High Wind",0,0,1,0,"20.00K","0.00K"
"52766",483775,"ILLINOIS","November","Tornado",121,0,3,0,"910.00M","0.00K"
"52811",478583,"ARKANSAS","November","Winter Weather",0,1,0,1,"0.00K","0.00K"
"52958",482200,"WASHINGTON","November","Strong Wind",0,0,1,0,"0.00K","0.00K"
"53125",481376,"HAWAII","November","High Surf",0,0,1,0,"0.00K","0.00K"
"53156",479768,"MONTANA","October","Winter Weather",0,0,0,2,"0.00K","0.00K"
"53222",480069,"WASHINGTON","November","Freezing Fog",0,8,0,1,"","0.00K"
"53388",487166,"ILLINOIS","December","Flood",0,0,1,0,"20.00K","0.00K"
"53463",487216,"INDIANA","December","Flood",1,0,1,0,"20.00K","0.00K"
"53560",490128,"IDAHO","December","Avalanche",0,0,1,0,"0.00K","0.00K"
"53651",490068,"ILLINOIS","December","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"54218",491889,"GUAM","December","Rip Current",0,0,1,0,"0.00K","0.00K"
"54365",482256,"WASHINGTON","December","Winter Weather",0,0,0,1,"0.00K","0.00K"
"54387",483381,"IDAHO","December","Heavy Snow",0,0,1,0,"0.00K","0.00K"
"54418",481949,"WASHINGTON","December","Winter Weather",0,4,0,1,"200.00K","0.00K"
"54422",482254,"WASHINGTON","December","Winter Weather",0,1,0,1,"40.00K","0.00K"
"54806",485796,"INDIANA","December","Winter Storm",0,0,0,1,"0.00K","0.00K"
"54842",480275,"PENNSYLVANIA","December","Winter Storm",0,1,0,2,"0.00K","0.00K"
"55211",485825,"KENTUCKY","December","Flash Flood",0,0,1,0,"10.00K","0.00K"
"55256",488897,"TEXAS","December","Winter Weather",0,5,0,1,"50.00K","0.00K"
"55278",487095,"MONTANA","December","Winter Weather",0,1,0,1,"0.00K","0.00K"
"55314",481577,"WYOMING","December","Avalanche",0,0,1,0,"0.00K","0.00K"
"55332",482117,"WISCONSIN","December","Winter Weather",0,2,0,1,"0.00K","0.00K"
"55351",480092,"ARKANSAS","December","Winter Storm",0,0,1,0,"300.00K","0.00K"
"55687",487170,"PENNSYLVANIA","December","Winter Weather",0,0,0,1,"0.00K","0.00K"
"55750",482425,"TEXAS","December","Winter Weather",0,0,0,1,"5.00K","0.00K"
"55756",482116,"WISCONSIN","December","Winter Storm",0,0,0,1,"0.00K","0.00K"
"55758",489228,"TEXAS","December","Winter Weather",0,0,0,1,"30.00K","0.00K"
"56128",479416,"TEXAS","December","Winter Weather",2,0,0,1,"0.00K","0.00K"
"56284",484469,"MISSISSIPPI","December","Tornado",2,0,1,0,"1.00M","0.00K"
"56407",488073,"TEXAS","December","Winter Storm",0,2,0,1,"50.00K","0.00K"
"56426",488076,"TEXAS","December","Winter Storm",0,0,0,1,"500.00K","0.00K"
"56427",488077,"TEXAS","December","Winter Storm",0,250,0,2,"10.00M","0.00K"
"56428",488078,"TEXAS","December","Winter Storm",0,0,0,3,"2.00M","0.00K"
"56446",490689,"PENNSYLVANIA","December","Winter Weather",0,1,0,1,"0.00K","0.00K"
"56469",488901,"TEXAS","December","Winter Weather",0,1,0,1,"10.00K","0.00K"
"56493",490982,"NEW JERSEY","December","Winter Weather",0,0,0,2,"0.00K","0.00K"
"56611",491313,"TENNESSEE","December","Winter Weather",0,0,0,1,"10.00K","0.00K"
"56621",483151,"OHIO","December","Flood",0,0,1,0,"5.00K","0.00K"
"56678",479922,"NEW MEXICO","December","Heavy Snow",0,0,1,0,"0.00K","0.00K"
"56694",484464,"ARKANSAS","December","Tornado",3,0,1,0,"500.00K","0.00K"
"56866",491888,"GUAM","December","High Surf",2,0,2,0,"0.00K","0.00K"
"57024",492592,"KENTUCKY","December","Flood",2,0,3,0,"15.00K","0.00K"
"57041",491760,"INDIANA","December","Flash Flood",0,0,1,0,"5.00K","0.00K"
"57108",491887,"GUAM","December","High Surf",2,0,1,0,"0.00K","0.00K"
"57497",479560,"NEBRASKA","December","Heavy Snow",0,0,0,1,"0.00K","0.00K"
"57601",454966,"OKLAHOMA","May","Flash Flood",0,0,1,0,"15.00K","0.00K"
"57604",489761,"WISCONSIN","December","Winter Weather",0,0,0,1,"0.00K","0.00K"
"57605",489770,"WISCONSIN","December","Winter Weather",0,0,0,1,"0.00K","0.00K"
"57606",489779,"WISCONSIN","December","Winter Weather",0,0,0,1,"0.00K","0.00K"
"57618",461682,"FLORIDA","June","Lightning",0,0,1,0,"0.00K","0.00K"
"57700",488197,"ILLINOIS","December","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"57774",508314,"MICHIGAN","July","Rip Current",0,0,1,0,"0.00K","0.00K"
"57824",452213,"NORTH CAROLINA","June","Rip Current",0,0,1,0,"0.00K","0.00K"
"57944",470766,"NEVADA","August","Heat",0,0,2,0,"0.00K","0.00K"
"58110",470468,"WISCONSIN","August","Thunderstorm Wind",0,0,1,0,"",""
"58234",470743,"CALIFORNIA","August","Dust Storm",0,5,0,2,"0.00K","0.00K"
"58235",470744,"CALIFORNIA","August","Flash Flood",0,0,1,0,"50.00K","0.00K"
"58379",482515,"MISSOURI","December","Winter Storm",0,0,0,1,"",""
"58462",470764,"NEVADA","August","Heat",0,0,1,1,"0.00K","0.00K"
"58463",470765,"NEVADA","August","Heat",0,0,2,0,"0.00K","0.00K"
"58541",495505,"MONTANA","December","Winter Weather",0,2,0,1,"0.00K","0.00K"
"58622",505466,"ILLINOIS","December","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"58623",505465,"ILLINOIS","December","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"58639",505462,"ILLINOIS","December","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"58896",484087,"ILLINOIS","November","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"58897",484088,"ILLINOIS","November","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"58898",505467,"ILLINOIS","December","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"59065",467874,"MARYLAND","July","Heat",0,0,2,0,"0.00K","0.00K"
"59066",467882,"MARYLAND","July","Heat",0,0,2,0,"0.00K","0.00K"
"59123",460156,"MICHIGAN","July","Lightning",0,0,0,1,"70.00K","0.00K"
"59597",493442,"COLORADO","February","Avalanche",2,0,1,0,"0.00K","0.00K"
"59598",493453,"COLORADO","April","Avalanche",0,0,1,0,"0.00K","0.00K"
